Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
1269,"Hello, What are the library working hours",Library,43,Low
2985,My fee receipt was not generated after payment,Finance Office,5,Medium
1433,"Hi, My scholarship amount has not been credited and fee deadline is near",Finance Office,43,High
2588,"Sir/Madam, What are the library working hours",Library,45,Low
5803,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,32,High
2430,"Sir/Madam, How do I reset my university portal password",IT Support,42,Medium
1530,"Sir/Madam, When will the exam timetable be released",Examination Cell,49,Medium
652,My exam form submission is failing and the deadline is today,Examination Cell,60,High
3613,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,27,Low
1417,I need a bonafide certificate from the admission office,Admission Cell,29,Medium
401,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,19,Medium
4123,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,16,High
4352,"Hello, Library fine needs to be cleared please advise",Library,58,Medium
5925,How can I update my contact details in the portal,IT Support,30,Low
1684,"Sir/Madam, When will the exam timetable be released",Examination Cell,59,Medium
86,My fee receipt was not generated after payment,Finance Office,30,Medium
1793,"Sir/Madam, Where can I find old question papers",Administration,24,Low
5401,"Hi, Hostel room change request for next semester",Hostel Office,5,Medium
4423,"Hello, What documents are needed for hostel allotment",Hostel Office,25,Low
3235,"Sir/Madam, I want to know the scholarship application status",Finance Office,44,Medium
994,"Hello, I want to know the scholarship application status",Finance Office,48,Medium
1251,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,21,Medium
4660,"Respected sir, I want to know the scholarship application status",Finance Office,7,Medium
1021,"Hi, How can I update my contact details in the portal",IT Support,24,Low
5390,I am locked out of the portal and need to pay fee before deadline,Finance Office,51,High
4301,Admit card has wrong details and exam is in two days,Examination Cell,34,High
3341,I am locked out of the portal and need to pay fee before deadline,Finance Office,7,High
4399,Placement registration form is not opening properly,Placement Cell,39,Medium
326,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,8,Low
4190,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,50,High
5619,"Hello, What are the library working hours",Library,12,Low
2578,"Sir/Madam, What is the procedure for a transcript request",Administration,30,Low
4424,"Hello, Library fine needs to be cleared please advise",Library,28,Medium
1998,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,12,Low
2334,"Hello, How do I apply for an internship through placement cell",Placement Cell,30,Low
1652,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,18,High
1894,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,38,High
3598,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,39,High
2807,I need a bonafide certificate from the admission office,Admission Cell,28,Medium
1205,"Hi, Wifi has been down for three days and I have an online exam",Examination Cell,4,High
4427,When will the exam timetable be released,Examination Cell,17,Medium
1016,"Hi, I need a bonafide certificate from the admission office",Admission Cell,7,Medium
1414,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,20,High
520,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,33,High
1675,"Hi, What are the library working hours",Library,52,Low
1298,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,59,Medium
2829,"Hi, How do I reset my university portal password",IT Support,50,Medium
5499,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,9,High
1213,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,51,Medium
4807,Where can I find old question papers,Administration,18,Low
364,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,47,Medium
262,Emergency hostel issue water leakage in my room right now,Hostel Office,30,High
2020,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,60,High
1224,"Respected sir, How do I reset my university portal password",IT Support,54,Medium
2053,"Hi, When will the exam timetable be released",Examination Cell,1,Medium
2382,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,7,High
2129,"Hi, Where can I find old question papers",Administration,8,Low
716,"Hello, My fee receipt was not generated after payment",Finance Office,26,Medium
2438,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,5,High
2434,"Hi, How to join student clubs at the university",Administration,4,Low
511,"Hi, What documents are needed for hostel allotment",Hostel Office,8,Low
1230,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,22,High
435,"Hello, Where can I find old question papers",Administration,20,Low
5298,"Sir/Madam, What are the library working hours",Library,28,Low
559,General query about elective subject options,Administration,4,Low
23,General query about elective subject options,Administration,15,Low
588,What is the procedure for a transcript request,Administration,46,Low
2065,My scholarship amount has not been credited and fee deadline is near,Finance Office,7,High
3204,"Hello, What is the procedure for a transcript request",Administration,55,Low
816,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,33,High
2750,"Hello, What is the procedure for a transcript request",Administration,1,Low
77,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,59,High
2993,I am locked out of the portal and need to pay fee before deadline,Finance Office,23,High
317,I need my admission confirmed urgently before the cutoff today,Admission Cell,10,High
5086,Placement registration form is not opening properly,Placement Cell,22,Medium
3414,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,59,High
976,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,15,High
2096,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,7,Medium
2207,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,58,High
5102,"Respected sir, How to join student clubs at the university",Administration,38,Low
3367,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,15,High
2033,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,58,High
673,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,20,High
3666,"Sir/Madam, I want to know the scholarship application status",Finance Office,50,Medium
1095,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,51,Low
1764,"Hi, Where can I find old question papers",Administration,1,Low
2397,"Hi, Hostel room change request for next semester",Hostel Office,1,Medium
1627,"Hi, How do I reset my university portal password",IT Support,19,Medium
2716,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,37,High
5985,"Respected sir, When will the exam timetable be released",Examination Cell,46,Medium
1469,"Sir/Madam, Hostel room change request for next semester",Hostel Office,24,Medium
5,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,33,High
3611,"Hello, Where can I find old question papers",Administration,6,Low
3794,"Hi, Admit card has wrong details and exam is in two days",Examination Cell,38,High
2660,"Hello, Hostel room change request for next semester",Hostel Office,33,Medium
1741,"Respected sir, What are the library working hours",Library,54,Low
3665,"Sir/Madam, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,9,High
3603,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,41,High
123,"Respected sir, Placement registration form is not opening properly",Placement Cell,33,Medium
